Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return,Avg Trade Volume,Delta Return,
TEI,13.82,14.85,18.12,0.75,"107,183","94,743",-11.71%,-9.26%,706.22M,47.56M,N/A,1,6.80%,N/A,16.61,1.58,1.58,1.36,0.01,0.89,9.38,10.85,64.85M,N/A,75.33M,Financial,Closed-End Fund - Debt,31-Aug,31-Aug-11,4.39%,9.66%,1.73,N/A,421.68K,80.58K,N/A,67.19K,0.6,"38,784",15.15,15.57,2.77,-31.33,2946003.63,34.1,
TEL,26.58,30.11,38.59,2.16,"4,638,180","2,454,540",-2.30%,0.15%,12.78B,424.45M,423.34M,0.88,2.70%,N/A,17.64,2.81,2.81,32.68,2.87,1.72,10.7,0.9,14.31B,2.52B,1.25B,8.70%,13.63%,30-Sep,30-Sep-11,7.02%,17.24%,1.95,35.66,1.22B,11.52M,2.60%,1.40M,1.4,"1,434,639",31.28,30.81,-1.5,-31.33,70945690.91,29.83,
TELK,0.22,0.28,1.25,1.01,"63,977","154,771",-61.64%,-59.19%,15.11M,53.97M,41.68M,N/A,N/A,N/A,0.19,-0.36,-0.36,N/A,0.26,1.48,N/A,N/A,N/A,-14.69M,-19.32M,N/A,N/A,31-Dec,30-Sep-11,-41.56%,-101.96%,5.14,N/A,13.78M,279.20K,0.90%,292.71K,6.3,"36,818",0.3001,0.198,-34.02,-31.33,102853.5,-2.69,
TELNF.PK,14.24,15.99,18.44,N/A,"4,975","1,971",10.66%,13.11%,N/A,NaN,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"1,443,139",16.8,16.34,-2.74,-31.33,23098,28.59,
TELTQ.PK,0.01,0.01,0.2,N/A,"12,695","26,829",-94.12%,-91.67%,87.30K,8.73M,4.11M,N/A,N/A,N/A,-1.02,-0.56,-0.56,3.2,0.01,N/A,N/A,0,27.85M,-12.00K,-4.33M,-11.77%,-0.99%,31-Dec,30-Sep-10,-1.32%,N/A,0.62,N/A,68.00K,N/A,N/A,N/A,N/A,"2,000",0.006,0.005,-16.67,-31.33,40.65,14.67,
TEMN.OB,N/A,0,N/A,-1.9,N/A,N/A,N/A,none,313.35K,1.04B,537.25M,N/A,N/A,N/A,0,0,0,0.01,0,N/A,N/A,0.12,2.58M,-41.65K,1.19M,46.09%,-2.47%,31-Dec,30-Jun-11,-1.27%,N/A,0.09,N/A,6.48K,N/A,N/A,N/A,N/A,"195,000",0.0004,0.0003,-25,-31.33,834.19,6.33,
TEN,22.47,24.81,46.81,3.49,"1,100,060","931,629",-31.56%,-29.11%,1.50B,60.30M,59.04M,N/A,N/A,N/A,1.38,1.76,1.76,117.06,2.7,18.31,14.11,0.22,7.00B,590.00M,109.00M,1.56%,5.70%,31-Dec,30-Sep-11,7.44%,150.56%,1.3,"1,003.08",163.00M,4.03M,7.90%,4.03M,3.1,"274,546",28.27,29.78,5.34,-31.33,23988622.53,36.67,
TEN.V,0.17,0.18,0.51,N/A,"81,972","37,650",-56.10%,-53.65%,22.70M,126.12M,105.72M,N/A,N/A,N/A,0.25,N/A,N/A,N/A,0.03,0.8,N/A,N/A,N/A,-1.46M,-1.81M,N/A,N/A,31-Jul,30-Apr-11,-6.02%,-11.05%,15.75,N/A,3.28M,N/A,N/A,N/A,N/A,"197,000",0.21,0.25,19.05,-31.33,114199.25,50.38,
TEO,16.9,17.28,27.23,0.47,"261,292","174,814",-28.95%,-26.50%,3.40B,196.88M,40.62M,2.21,12.30%,28-Aug-97,8.57,2.78,2.78,20.98,2.59,2.04,6.22,0.84,4.13B,1.28B,547.21M,13.25%,22.32%,31-Dec,30-Sep-11,19.92%,35.92%,0.97,1.99,509.86M,689.14K,N/A,618.77K,2.3,"102,979",18.91,17.88,-5.45,-31.33,3721276.15,25.89,
TER,10.37,11.68,19.19,1.94,"3,947,610","3,885,800",-2.34%,0.11%,2.15B,184.06M,183.30M,N/A,N/A,N/A,7.44,1.32,1.32,8.06,6.48,1.59,8.86,1.47,1.48B,409.49M,275.09M,20.13%,20.73%,31-Dec,2-Oct-11,10.25%,22.57%,5.31,11.64,1.19B,19.99M,N/A,14.97M,4.3,"1,182,385",13.37,13.63,1.94,-31.33,42759080.92,33.28,
TER.V,0.09,0.09,0.36,N/A,"124,289","132,125",-43.75%,-41.30%,7.45M,82.83M,78.62M,N/A,N/A,N/A,0.13,N/A,N/A,0.05,0.1,0.69,N/A,1.72,4.32M,-2.00M,-2.17M,-50.33%,-55.73%,31-Dec,30-Jun-11,N/A,N/A,6.05,N/A,7.93M,N/A,N/A,N/A,N/A,"143,700",0.08,0.085,6.25,-31.33,7247.25,37.58,
TESO,10.01,11.54,23.39,1.64,"245,180","236,900",-14.46%,-12.01%,441.15M,38.23M,23.93M,N/A,N/A,N/A,10.44,0.43,0.43,12.17,1.25,1.1,26.65,0.95,463.68M,69.92M,16.69M,3.60%,6.68%,31-Dec,30-Sep-11,4.01%,4.32%,2.68,N/A,47.88M,1.40M,5.40%,1.45M,6.4,"109,673",13.66,12.64,-7.47,-31.33,2146429.26,23.87,
TESS,10.31,13.23,16.96,1.12,"41,441","13,114",-15.73%,-13.28%,102.78M,7.77M,5.23M,0.6,4.50%,27-May-10,11.16,1.6,1.6,81.37,1.73,1.18,8.28,0.17,610.59M,23.94M,12.52M,2.08%,3.39%,27-Mar,25-Sep-11,7.04%,15.76%,1.67,3.6,13.45M,31.68K,0.70%,12.42K,0.5,"5,163",13.52,13.82,2.22,-31.33,215720.27,33.55,
TET.TO,N/A,34.74,N/A,N/A,N/A,N/A,N/A,none,4.02B,115.85M,50.24M,N/A,N/A,N/A,4.68,N/A,N/A,2.64,0.06,7.47,N/A,13.25,305.64M,199.08M,-154.32M,-50.49%,15.64%,31-Dec,30-Sep-11,2.71%,-31.13%,0.54,69.15,6.88M,N/A,N/A,N/A,N/A,"132,619",37.75,37.57,-0.48,-31.33,3363118.8,30.86,
TEU,6.44,10.24,12,N/A,"96,750","154,829",N/A,none,163.84M,16.00M,N/A,1.2,12.30%,N/A,11.34,N/A,N/A,N/A,1.09,0.86,N/A,16.75,9.31M,6.05M,2.21M,23.72%,39.99%,31-Dec,30-Sep-11,N/A,N/A,23.48,118.82,17.48M,20.69K,N/A,47.29K,0.2,"232,604",10.2,8.38,-17.84,-31.33,1374313.44,13.49,
TEVA,35,36.91,57.08,0.31,"5,226,830","4,426,390",-27.46%,-25.01%,32.67B,885.00M,859.07M,0.7,1.80%,1-Jul-04,25.83,3.36,3.36,19.08,1.27,1.45,10.99,1.95,17.05B,5.08B,3.02B,17.73%,23.97%,31-Dec,30-Sep-11,6.36%,13.60%,1.13,35.66,1.12B,7.27M,N/A,7.22M,1.4,"2,271,378",39.74,40.36,1.56,-31.33,214894782.5,32.89,
TEX,9.3,12.67,38.5,2.99,"3,801,710","2,885,940",-48.68%,-46.23%,1.39B,109.70M,97.35M,N/A,N/A,17-Jul-06,18.31,0.02,0.02,53.71,6.27,0.72,745.29,0.24,5.87B,213.90M,10.30M,0.05%,1.60%,31-Dec,30-Sep-11,0.90%,0.22%,2.06,102.11,687.60M,16.16M,15.20%,17.89M,3.5,"1,752,823",16.29,13.51,-17.07,-31.33,97630808.97,14.27,
TF,none,8.25,none,none,none,none,none,none,N/A,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"4,006",8.83,8.59,-2.72,-31.33,32915.84,28.61,
TFER.OB,N/A,0.55,N/A,-28.64,N/A,N/A,N/A,none,27.35M,49.74M,N/A,N/A,N/A,N/A,0.02,0,0,N/A,0.02,27.5,N/A,N/A,N/A,N/A,-23.06K,N/A,N/A,31-Dec,30-Jun-11,-4.69%,-4.78%,13.77,N/A,1.05M,N/A,N/A,N/A,N/A,"4,000",0.55,1.06,92.73,-31.33,292340.58,124.06,
TFI,none,23.35,none,none,none,none,none,none,9.67%,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,State Street Global Advisors,926.86M,none,none,none,none,none,none,none,none,none,"148,540",23.34,23.74,1.71,-31.33,8560228.62,33.05,
TFI.TO,9.76,12.29,16,0.04,"233,792","122,638",8.76%,11.21%,1.17B,95.54M,74.97M,0.67,3.10%,N/A,6.98,1.01,1.01,26.16,N/A,1.74,12.18,0.46,2.49B,300.21M,97.25M,3.90%,6.75%,31-Dec,30-Sep-11,5.79%,15.65%,1.33,126.56,N/A,253.52K,N/A,109.88K,1.8,"56,857",13.29,12.95,-2.56,-31.33,1638810.31,28.77,
TFIFF.PK,N/A,11.69,N/A,N/A,N/A,N/A,N/A,none,1.12B,95.54M,74.97M,N/A,N/A,N/A,6.67,0.96,0.96,24.98,N/A,1.78,12.14,0.48,2.38B,286.63M,92.85M,3.90%,6.75%,31-Dec,30-Sep-11,5.79%,15.65%,1.33,126.56,N/A,N/A,N/A,N/A,N/A,"1,400",13.0433,12.8863,-1.2,-31.33,32255.6,30.13,
TFM,30.86,36.49,46.85,N/A,"363,578","316,586",7.32%,9.77%,1.75B,48.00M,29.67M,N/A,N/A,N/A,2.03,0.59,0.59,21.55,0.18,18.23,62.27,1.72,1.03B,82.01M,27.99M,2.71%,4.58%,30-Jan,31-Jul-11,N/A,N/A,0.72,79.03,8.48M,5.61M,33.50%,5.94M,17.6,"154,135",39.52,39.9,0.96,-31.33,10138762.14,32.29,
TFONY,13.92,14.08,19.79,0.88,"7,644","4,229",-10.38%,-7.93%,12.69B,901.48M,250.12M,0.77,5.50%,31-May-05,3.74,1.1,1.1,8.62,0.12,3.76,12.8,1.62,7.81B,3.09B,989.89M,12.68%,24.15%,31-Dec,30-Sep-11,10.20%,30.54%,0.94,147.91,108.41M,8.11K,N/A,8.58K,0.9,200,14.77,14.03,-5.01,-31.33,81087.22,26.32,
TFSL,7.56,8.86,11.07,0.68,"320,897","213,286",9.79%,12.24%,2.66B,300.72M,78.16M,N/A,N/A,N/A,5.9,0.03,0.03,0.6,0.98,1.49,295.33,14.64,180.13M,N/A,9.34M,5.19%,22.01%,30-Sep,30-Sep-11,0.09%,0.53%,N/A,N/A,294.85M,1.98M,2.50%,2.60M,5.6,"82,303",9.38,8.96,-4.48,-31.33,1373305.57,26.85,
TFX,49.4,56.79,64.56,0.75,"203,980","148,071",11.59%,14.04%,2.31B,40.72M,40.41M,1.36,2.30%,17-Jun-97,47.46,5.83,5.83,46.43,9.13,1.21,9.75,1.25,1.87B,361.51M,128.14M,12.64%,14.37%,31-Dec,25-Sep-11,4.39%,7.09%,3.09,51.48,371.70M,1.26M,3.10%,1.41M,6.7,"34,546",60.98,61.29,0.51,-31.33,8602954.63,31.84,
TG,13.71,18.22,23.2,0.76,"98,250","92,157",-3.39%,-0.94%,582.15M,31.95M,22.80M,0.18,0.90%,2-Jul-98,13.81,1.01,1.01,24.4,3.42,1.35,18.06,0.76,778.03M,91.00M,32.77M,4.17%,6.11%,31-Dec,30-Sep-11,5.02%,7.67%,2.92,N/A,109.40M,794.68K,2.90%,855.86K,8,"54,345",21.27,22.22,4.47,-31.33,1577523.19,35.8,
TGA,7.06,7.4,20.26,1.03,"129,064","118,729",-55.77%,-53.32%,540.38M,73.02M,69.40M,N/A,N/A,N/A,4.23,0.78,0.78,3.27,1.44,1.74,9.52,2.32,232.37M,178.17M,57.11M,24.58%,54.14%,31-Dec,30-Sep-11,21.22%,22.34%,3.5,18.55,105.01M,214.50K,0.30%,233.09K,1.9,"77,759",7.92,7.9,-0.25,-31.33,695650.13,31.08,
TGAL,1.5,2.18,4.95,1.43,"5,433","2,143",-9.17%,-6.72%,3.68M,1.69M,1.15M,N/A,N/A,17-Jun-11,4.77,-1.33,-1.33,0.03,3.82,0.41,N/A,60.64,54.00K,-2.11M,-2.57M,N/A,-3857.41%,31-Mar,30-Sep-11,-12.61%,-28.61%,7.94,N/A,6.46M,3.00K,0.20%,3.29K,0.4,960,2.3262,3.35,44.01,-31.33,103505.74,75.34,
TGB,2.3,2.76,6.38,1.79,"1,352,000","956,500",-38.80%,-36.35%,539.75M,195.56M,191.06M,N/A,N/A,N/A,2.45,0.28,0.28,1.5,1.87,1.13,9.86,1.89,286.74M,128.38M,56.77M,19.80%,40.23%,31-Dec,30-Sep-11,9.20%,12.63%,8.29,48.11,365.16M,939.07K,N/A,636.50K,0.7,"451,166",3.09,2.73,-11.65,-31.33,2483572.79,19.68,
TGC,0.45,0.74,1.5,1.08,"91,445","271,829",54.17%,56.62%,44.91M,60.69M,38.16M,N/A,N/A,30-Aug-01,0.44,-0.03,-0.03,0.26,0,1.62,N/A,2.78,15.52M,11.16M,-1.42M,-9.14%,21.62%,31-Dec,30-Jun-11,5.01%,-5.20%,1.32,42.2,89.00K,19.56K,0.10%,47.26K,0.4,"160,150",0.7213,0.7117,-1.33,-31.33,94336.15,30,
TGD,1.83,2.05,3.44,1.37,"93,236","185,229",11.41%,13.86%,287.55M,140.27M,98.78M,N/A,N/A,N/A,0.64,0.15,0.15,0.78,0.05,3.19,13.49,2.76,103.03M,48.42M,22.19M,21.54%,36.99%,31-Mar,30-Sep-11,N/A,31.33%,1.23,20.62,6.99M,N/A,N/A,N/A,N/A,"13,700",2.37,1.86,-21.52,-31.33,136245,9.81,
TGE,3.08,6.6,8.74,1.81,"81,072","68,886",105.61%,108.06%,127.10M,19.26M,13.74M,N/A,N/A,24-Apr-09,3.08,0.42,0.42,7.5,1.13,2.07,15.68,0.85,144.18M,33.75M,8.11M,5.62%,10.90%,31-Dec,30-Sep-11,11.07%,14.64%,1.73,27.36,21.74M,116.36K,N/A,138.66K,0.9,"14,790",8.14,7.14,-12.29,-31.33,1337883.97,19.05,
TGH,19.55,24.39,37.87,1.72,"109,438","100,357",-14.33%,-11.88%,1.19B,48.94M,12.83M,1.4,5.10%,N/A,13.17,3.5,3.5,8,1.5,1.93,6.98,3.18,390.42M,317.81M,174.73M,44.76%,59.94%,31-Dec,30-Sep-11,7.61%,30.36%,1.14,236.98,73.35M,1.21M,9.60%,1.33M,10.8,"110,756",26.6,29.12,9.47,-31.33,3053286.6,40.81,
TGI,39.84,52.65,59.49,1.16,"592,762","418,957",24.51%,26.96%,2.58B,49.07M,44.91M,0.16,0.30%,15-Jul-11,35.49,4.01,4.01,69.57,0.71,1.49,13.13,0.77,3.37B,506.56M,208.48M,6.11%,12.26%,31-Mar,30-Sep-11,5.80%,13.19%,1.57,72.64,34.75M,4.21M,11.00%,4.04M,7.8,"143,823",57.5,58.45,1.65,-31.33,22755912.78,32.98,
TGIC.OB,0.1,0.13,0.47,3.2,"5,477","4,486",-53.57%,-51.12%,2.01M,15.33M,10.28M,N/A,N/A,N/A,-41.16,-1.32,-1.32,13.04,6.43,N/A,N/A,0.01,198.89M,-4.26M,-20.07M,-10.09%,-2.67%,31-Dec,30-Sep-11,-0.34%,N/A,1.66,N/A,98.53M,1.15M,10.00%,1.35M,7.7,"7,130",0.075,0.11,46.67,-31.33,6104.1,78,
TGL.TO,7.5,7.62,20.35,N/A,"311,864","534,162",-55.26%,-52.81%,556.45M,73.02M,69.40M,N/A,N/A,N/A,4.23,0.78,0.78,3.27,1.44,1.82,9.81,2.42,232.37M,178.17M,57.11M,24.58%,54.14%,31-Dec,30-Sep-11,21.22%,22.34%,3.5,18.55,105.01M,N/A,N/A,N/A,N/A,"217,446",8.04,8.07,0.37,-31.33,1217895.97,31.71,
TGO.TO,7.25,10.3,11.75,N/A,941,788,30.55%,33.00%,116.23M,11.28M,7.95M,N/A,N/A,N/A,2.88,N/A,N/A,3.81,0.16,3.46,N/A,2.62,42.87M,7.89M,-1.70M,-3.97%,-1.35%,31-Dec,30-Sep-11,-0.71%,-5.27%,0.57,40.96,1.82M,N/A,N/A,N/A,N/A,600,10.45,10.39,-0.57,-31.33,6613.98,30.76,
TGP,28.61,30.92,41.5,0.47,"241,712","211,757",-14.49%,-12.04%,1.84B,59.36M,33.94M,2.52,7.90%,N/A,16.23,2.06,2.06,6.41,1.71,1.91,15.02,4.84,380.24M,255.22M,122.23M,33.13%,45.93%,31-Dec,30-Sep-11,3.02%,15.28%,3.21,217.64,101.50M,846.89K,2.90%,723.00K,5.3,"66,548",32.09,33.17,3.37,-31.33,6445626.38,34.7,
TGS,2.7,3.01,6.46,0.55,"30,294","21,043",-38.57%,-36.12%,463.08M,153.85M,42.00M,1.48,51.80%,N/A,3.74,0.21,0.21,2.49,0.53,0.79,14.33,1.15,393.42M,138.00M,33.08M,8.41%,21.96%,31-Dec,30-Sep-11,4.43%,4.92%,1.39,66.22,80.93M,82.45K,N/A,92.92K,2.2,"9,773",3,3.01,0.33,-31.33,56852.35,31.67,
TGSNF.PK,16.28,19.61,30.3,N/A,"2,906",629,13.68%,16.13%,2.00B,101.85M,99.98M,N/A,N/A,N/A,9.18,1.76,1.76,5.91,2.83,2.19,11.14,3.39,605.28M,501.60M,183.06M,30.24%,42.81%,31-Dec,30-Sep-11,13.29%,20.41%,2.55,4.03,288.17M,N/A,N/A,N/A,N/A,"1,050",22.45,22.5,0.22,-31.33,55762.7,31.55,
TGT,45.28,51.21,60.97,0.88,"6,664,860","6,358,570",-9.09%,-6.64%,34.38B,671.40M,670.55M,1.2,2.30%,20-Jul-00,22.74,4.3,4.3,100.54,1.22,2.27,11.92,0.5,69.24B,7.51B,2.98B,4.31%,7.80%,29-Jan,29-Oct-11,7.23%,19.79%,1.3,124.27,821.00M,11.29M,1.60%,11.66M,1.8,"2,330,030",52.15,51.22,-1.78,-31.33,297531203,29.55,
TGX,1.18,1.64,2.29,1.4,"89,370","44,614",15.49%,17.94%,54.85M,33.44M,28.61M,N/A,N/A,16-Apr-98,2.5,0.09,0.09,2.5,1.3,0.66,18.22,0.66,83.53M,12.62M,3.16M,3.78%,6.51%,31-Dec,30-Sep-11,2.90%,3.86%,7.53,29.41,43.30M,29.08K,0.10%,21.26K,0.2,"19,445",1.7,1.68,-1.18,-31.33,39954.57,30.16,
TGX.V,0.09,0.1,0.18,N/A,"72,808","43,763",-23.08%,-20.63%,15.39M,153.95M,138.85M,N/A,N/A,N/A,0.12,N/A,N/A,N/A,0,0.83,N/A,N/A,N/A,-1.23M,-3.52M,N/A,N/A,31-Dec,31-Mar-11,-11.14%,-18.52%,1.78,N/A,516.28K,N/A,N/A,N/A,N/A,"237,922",0.105,0.1,-4.76,-31.33,14911.25,26.57,
TGZ.TO,none,2.1,none,none,none,none,none,none,N/A,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,"24,000",2.17,2.08,-4.15,-31.33,542944.86,27.18,
TH.TO,2.33,2.39,5.98,N/A,"49,119","51,450",-57.40%,-54.95%,145.43M,60.85M,54.02M,N/A,N/A,N/A,0.63,0.09,0.09,0.61,0.03,4,26.56,4.09,37.24M,4.61M,5.26M,14.12%,11.53%,30-Nov,31-Aug-11,5.02%,15.15%,1.43,N/A,1.66M,N/A,N/A,N/A,N/A,"21,467",2.27,2.79,22.91,-31.33,72793.52,54.24,
THC,3.46,4.17,7.7,3.05,"10,628,900","7,198,790",0.72%,3.17%,1.81B,434.35M,431.10M,N/A,N/A,1-Jul-02,3,0.42,0.42,19.76,0.43,1.37,10.05,0.19,9.52B,1.12B,182.00M,2.44%,7.51%,31-Dec,30-Sep-11,5.31%,12.20%,1.3,230.45,185.00M,36.62M,10.30%,42.18M,3.1,"2,317,120",4.68,5.13,9.62,-31.33,28987767.5,40.95,
THC.V,0.18,0.2,0.55,N/A,"56,984","74,275",-39.39%,-36.94%,8.35M,42.84M,34.19M,N/A,N/A,4-Feb-10,0.2,N/A,N/A,N/A,0.02,0.94,N/A,N/A,N/A,-1.66M,-4.99M,N/A,N/A,30-Sep,30-Jun-11,-50.01%,-85.44%,11.75,N/A,894.51K,N/A,N/A,N/A,N/A,"68,000",0.195,0.1,-48.72,-31.33,1946.25,-17.39,
THD,none,56.9,none,none,none,none,none,none,-7.31%,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,iShares,479.46M,none,none,none,none,none,none,none,none,none,"128,394",61.15,60.11,-1.7,-31.33,14208286.49,29.63,
THD.TO,none,41.01,none,none,none,none,none,none,N/A,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,N/A,N/A,none,none,none,none,none,none,none,none,none,none,none,"1,900",41.01,41.01,0,-31.33,77919,31.33,
THER,2.31,2.33,5.99,1.86,"37,198","32,829",-57.79%,-55.34%,141.78M,60.85M,54.02M,N/A,N/A,N/A,0.6,0.09,0.09,0.59,0.03,3.87,27.09,3.95,35.55M,4.41M,5.02M,14.12%,11.53%,30-Nov,31-Aug-11,5.02%,15.15%,1.43,N/A,1.59M,2.87M,N/A,2.88M,120.5,"14,048",2.27,2.71,19.38,-31.33,74457.84,50.72,
THFF,26.05,29.68,37.1,0.87,"36,327","26,386",-3.57%,-1.12%,390.32M,13.15M,11.79M,0.94,3.00%,16-Oct-03,27.11,2.69,2.69,9.74,4.35,1.11,11.03,3.1,128.05M,N/A,35.39M,27.64%,41.85%,31-Dec,30-Sep-11,1.40%,10.34%,N/A,N/A,57.25M,390.02K,3.30%,422.20K,9.9,"23,744",32.83,33.28,1.37,-31.33,891290.82,32.7,
THG,31,34.32,48.95,0.39,"330,091","306,214",-24.98%,-22.53%,1.54B,44.87M,44.49M,1.2,3.40%,N/A,55.04,1.02,1.02,79.98,20.56,0.62,33.55,0.42,3.63B,115.10M,43.20M,1.27%,2.70%,31-Dec,30-Sep-11,0.58%,1.75%,1.27,36.73,922.70M,522.65K,1.20%,676.34K,1.5,"148,395",35.4,34.95,-1.27,-31.33,10301392.95,30.06,
THG.V,0.1,0.12,0.45,N/A,"281,648","128,438",-65.71%,-63.26%,11.88M,99.01M,89.57M,N/A,N/A,N/A,0.13,N/A,N/A,N/A,0.02,0.98,N/A,N/A,N/A,-1.80M,-741.97K,N/A,N/A,31-Dec,30-Jun-11,-10.80%,-8.48%,12.43,N/A,2.14M,N/A,N/A,N/A,N/A,"33,000",0.13,0.12,-7.69,-31.33,18442.23,23.64,
THI,39.04,48.49,52.06,0.58,"306,689","155,786",22.48%,24.93%,7.68B,158.37M,157.53M,0.65,1.30%,N/A,6.88,3.78,3.78,15.66,0.55,7.06,12.82,2.97,2.59B,608.90M,627.28M,24.18%,19.22%,2-Jan,2-Oct-11,15.42%,54.41%,1.43,39.2,87.00M,769.41K,0.50%,716.33K,2.3,"55,238",51.19,48.42,-5.41,-31.33,9716924.25,25.92,
THI.TO,40.01,50.95,52.65,N/A,"399,566","217,062",26.55%,29.00%,8.07B,158.37M,157.53M,N/A,N/A,N/A,7.21,3.96,3.96,16.4,0.57,7.06,12.86,2.97,2.72B,637.73M,656.98M,24.18%,19.22%,2-Jan,2-Oct-11,15.42%,54.41%,1.43,39.2,91.12M,N/A,N/A,N/A,N/A,"158,284",51.86,49.36,-4.82,-31.33,12985404.53,26.51,
THLD,1.07,1.4,3.34,0.19,"96,188","123,071",27.27%,29.72%,68.78M,49.13M,27.88M,N/A,N/A,20-Aug-08,0.19,-0.64,-0.64,N/A,0.52,7.19,N/A,N/A,N/A,-27.55M,-26.93M,N/A,N/A,31-Dec,30-Sep-11,-71.88%,-260.70%,4.85,N/A,25.29M,839.46K,2.50%,889.86K,9.8,"15,000",1.53,1.22,-20.26,-31.33,169078.16,11.07,
THM,4.42,4.53,10.49,0.35,"369,014","254,343",-49.04%,-46.59%,392.67M,86.68M,68.32M,N/A,N/A,N/A,1.99,-0.16,-0.16,N/A,1.05,2.32,N/A,N/A,N/A,-13.10M,-12.94M,N/A,N/A,31-May,31-Aug-11,-6.25%,-10.26%,14.4,N/A,90.89M,375.54K,0.40%,449.71K,1,"95,656",4.86,4.36,-10.29,-31.33,1793061.8,21.04,
THMRQ.PK,0.01,0.01,0.06,N/A,"367,029","1,458,140",-66.67%,-64.22%,261.42K,47.53M,N/A,N/A,N/A,N/A,-34.2,-123.13,-123.13,-60.56,0.35,N/A,N/A,N/A,-1.70B,N/A,-3.46B,N/A,103.66%,31-Dec,30-Sep-08,-10.74%,-365.87%,4.57,N/A,16.70M,N/A,N/A,N/A,N/A,"619,824",0.0048,0.0027,-43.75,-31.33,2396.2,-12.42,
THO,17.62,23.73,39.12,2.23,"556,342","360,386",-29.46%,-27.01%,1.30B,54.84M,44.47M,0.6,2.50%,27-Jan-04,14.98,1.92,1.92,49.85,3.93,1.56,12.36,0.47,2.76B,167.85M,106.27M,3.86%,5.22%,31-Jul,31-Jul-11,8.32%,14.23%,2.24,N/A,215.43M,5.74M,15.50%,6.55M,9,"151,653",23.84,27.43,15.06,-31.33,10620384.58,46.39,
THO.TO,11.65,17.14,25,N/A,"274,288","130,712",31.85%,34.30%,2.45B,143.09M,80.59M,N/A,N/A,N/A,6.46,N/A,N/A,N/A,Industrial Metals & Minerals,2.67,N/A,N/A,N/A,-45.16M,-52.42M,N/A,N/A,31-Dec,30-Sep-11,N/A,N/A,48.37,N/A,Basic Materials,N/A,N/A,N/A,N/A,"15,760",18.75,17.68,-5.71,-31.33,5287178.85,25.63,
THOR,22.33,28.25,38.07,0.93,"807,672","744,186",11.09%,13.54%,1.69B,59.93M,55.75M,N/A,N/A,N/A,10.18,1.09,1.09,7.02,3.62,2.77,25.87,4.11,410.94M,139.91M,69.71M,16.23%,29.91%,1-Jan,1-Oct-11,9.96%,11.49%,7.86,N/A,216.67M,2.81M,4.90%,2.96M,4,"199,518",30.65,33.56,9.49,-31.33,16051432.81,40.83,
THQI,1.48,1.73,6.53,2.57,"939,336","1,441,740",-66.14%,-63.69%,118.30M,68.38M,62.31M,N/A,N/A,2-Sep-05,1.07,-2.77,-2.77,11.44,0.75,1.75,N/A,0.16,779.98M,-14.91M,-189.83M,-24.34%,-14.07%,31-Mar,30-Sep-11,-11.67%,-114.00%,1.33,136.28,51.06M,10.40M,N/A,10.48M,11.3,"652,059",1.63,0.76,-53.37,-31.33,2125747.06,-22.04,
THR,11.05,15.08,16.5,N/A,"109,250","89,371",N/A,none,445.21M,29.52M,12.79M,N/A,N/A,N/A,5.73,-0.08,-0.08,9.62,0.45,2.7,N/A,1.77,257.42M,41.79M,-2.12M,-0.82%,13.34%,31-Mar,30-Sep-11,5.19%,-1.50%,2.31,88.65,13.19M,478.70K,3.30%,502.15K,3.5,"15,078",15.5,17.62,13.68,-31.33,2386686.51,45.01,
THRD,18.54,22,23,-0.03,931,"4,014",7.19%,9.64%,59.47M,2.70M,1.84M,0.2,0.90%,11-Feb-11,28.66,1.13,1.13,8.27,5.35,0.8,19.45,2.78,22.32M,N/A,3.06M,13.69%,20.11%,31-Dec,30-Sep-11,0.44%,4.02%,N/A,N/A,14.48M,873,N/A,519,1.3,982,22,22.72,3.27,-31.33,37180.32,34.6,
