Company,52-Week Low,Recent Price,52-Week High,Beta,Daily Volume (3-month avg),Daily Volume (10-day avg),52-Week Change,52-Week Change relative to S&P500,Market Capitalization,Shares Outstanding,Float,Annual Dividend,Dividend Yield,Last Split,Book Value,Earnings (ttm),Earnings (mrq),Sales (per share),Cash,Price/Book,Price/Earnings,Price/Sales,Sales (ttm),EBITDA,Income,Profit Margin,Operating Margin,Fiscal Year Ends,Most recent quarter,Return Assets,Return Equity,Current Ratio,Debt/Equity,Total Cash,Shares Short,Percent of Float,Shares Short (Prior Month),Short Ratio,Daily Volume,Start Price,End Price,Company Return,Market Return
trwx.ob,0.04,0.08,1.531,none,19.1K,0,-94.00%,-92.00%,1.41M,17.6M,8.60M,none,none,none,-0.04,-0.11,-0.01,0.05,0.01,none,none,1.68,809.0K,-1.72M,-1.90M,none,none,31-Dec,none,-568.95%,none,0.19,none,96.0K,none,none,none,none,none,0.08,0.125,56.25%,5.11%
try,21.8,23.1,26.62,0.52,61.5K,30.0K,-7.40%,24.20%,516.5M,22.4M,13.6M,none,none,none,14.74,-0.62,0.04,6.33,30.22,1.57,none,3.65,154.5M,41.1M,-15.8M,-10.20%,10.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,23,23.4,1.74%,5.11%
tryf,12.313,21.8,22.9,0.14,17.5K,"9,000",69.30%,127.10%,218.8M,10.0M,9.10M,0.48,2.20%,none,16.51,0.97,0.29,7.58,2.29,1.32,22.54,2.88,71.2M,none,9.07M,12.70%,51.60%,30-Sep,none,none,none,none,none,none,none,none,none,none,none,21.68,24.15,11.39%,5.11%
tsa,1,5.2,5.2,0.93,208.0K,206.0K,197.10%,298.50%,170.0M,32.7M,31.6M,none,none,none,4.41,0.29,0.22,45.28,0.28,1.18,17.99,0.12,1.47B,71.5M,9.46M,0.60%,2.00%,3-Feb,none,none,none,none,none,none,none,none,none,none,none,5.55,5.6,0.90%,5.11%
tsai,5.688,9.72,17.125,0.98,161.0K,148.0K,-32.70%,-9.70%,356.5M,36.7M,23.8M,none,none,none,6.07,-1.27,-0.1,8.77,0.88,1.6,none,1.11,299.8M,-10.9M,-43.0M,-14.30%,-7.60%,30-Sep,none,none,none,none,none,none,none,none,none,none,none,10.3,12.42,20.58%,5.11%
tsar,0.2,0.2,6,1.05,21.7K,41.0K,-96.40%,-95.10%,3.36M,16.8M,2.20M,none,none,none,-0.07,-0.04,-0.1,2.96,0,none,none,0.07,50.8M,4.24M,-576.0K,0.40%,4.70%,26-Aug,none,none,none,none,none,none,none,none,none,none,none,,,0,5.11%
tsbb.ob,0.12,0.65,0.67,0.69,16.5K,18.0K,160.00%,248.70%,7.09M,10.9M,10.0M,none,none,none,0.17,-0.29,-0.09,0.15,0.01,3.94,none,4.21,1.18M,-869.0K,-2.21M,none,-87.40%,30-Jun,none,-49.45%,-74.87%,0.52,0.22,62.0K,none,none,none,none,none,0.68,1,47.06%,5.11%
tsbk,11.75,14.09,16.31,0.42,10.8K,"4,000",18.00%,58.30%,57.7M,4.09M,3.10M,0.44,3.12%,none,17.67,1.42,0.34,7.27,none,0.8,9.89,1.94,31.3M,none,6.14M,19.60%,50.20%,30-Sep,none,1.68%,8.52%,none,none,none,0,none,"2,000",none,"5,000",13.95,14.75,5.73%,5.11%
tsc,2.75,3,3.5,0.33,"3,045","1,000",-12.70%,17.00%,13.2M,4.41M,1.70M,0.08,2.67%,none,9.97,0.01,0.07,7.01,1.66,0.3,214.29,0.43,30.2M,1.77M,56.0K,0.20%,0.20%,31-Dec,none,0.10%,0.13%,4.98,0.23,7.30M,"2,000",0.10%,0,0.5,"4,000",3,3.05,1.67%,5.11%
tscc,1.375,2.02,3.875,1.68,126.3K,57.0K,-4.90%,27.50%,88.2M,43.7M,23.1M,none,none,none,1.74,-0.25,0.02,2.86,1.18,1.16,none,0.71,128.7M,-17.5M,-10.9M,-8.40%,-14.10%,31-Dec,none,-8.92%,-13.08%,2.85,0,51.5M,328.0K,1.40%,416.0K,5.66,58.0K,2.07,2,-3.38%,5.11%
tscdy.ob,9.45,10.6,13.75,none,"9,818",24.0K,-9.80%,21.00%,24.1B,2.27B,2.25B,none,none,none,none,0.44,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,,0,5.11%
tscm,0.92,1.1,4.5,1.63,78.7K,86.0K,-69.10%,-58.60%,32.2M,29.3M,19.3M,none,none,none,1.71,-1.68,-0.35,0.66,1.42,0.64,none,1.68,17.7M,-47.4M,-45.3M,none,none,31-Dec,none,-51.80%,-71.58%,2.98,0,35.8M,208.0K,1.10%,194.0K,2.77,75.0K,1.1,1.13,2.73%,5.11%
tscn.ob,0.1,0.16,2.375,2.59,12.9K,16.0K,-92.00%,-89.30%,2.61M,16.3M,7.70M,none,none,none,0.07,-2.82,-0.24,1.74,0.18,2.17,none,0.09,28.7M,-14.9M,-46.5M,none,-61.90%,31-Dec,none,-166.54%,-262.49%,0.56,0,2.88M,109.0K,1.40%,109.0K,6.81,16.0K,0.17,0.32,88.24%,5.11%
tsco,6.5,27,29,0.95,57.8K,127.0K,200.00%,302.30%,238.2M,8.82M,3.20M,none,none,none,18.67,2.47,0.27,93.83,1.55,1.45,10.94,0.29,833.2M,49.5M,21.9M,2.60%,4.60%,30-Dec,none,none,none,none,none,none,none,none,none,none,none,27.15,29.35,8.10%,5.11%
tscpq.ob,0,0.006,2.125,2.16,19.2K,23.0K,-99.60%,-99.50%,125.0K,20.8M,13.9M,none,none,none,7.85,-5.55,-5.55,3.6,0.14,0,none,0,60.9M,-36.7M,-93.7M,none,none,31-Dec,none,-18.20%,-52.85%,0.2,0.54,2.98M,"1,000",0.00%,"1,000",0.02,53.0K,,,0,5.11%
tsd,9,11.2,26.56,1.71,"4,864","2,000",-42.60%,-23.00%,887.8M,79.3M,38.8M,none,none,none,7.59,0.57,0.28,7.15,0.59,1.48,19.55,1.57,566.9M,104.8M,45.2M,9.50%,18.50%,31-Dec,none,6.14%,9.95%,1.07,0.35,46.6M,30.0K,0.10%,11.0K,4.29,"7,000",11,12.6,14.55%,5.11%
tsem,4.5,4.55,21.75,1.4,32.3K,33.0K,-75.50%,-67.10%,94.5M,20.8M,3.80M,none,none,none,10.61,-1.48,-0.6,4.13,6.13,0.43,none,1.1,72.8M,-22.4M,-28.9M,-39.70%,-24.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,4.2,6.14,46.19%,5.11%
tser.ob,0,none,0.141,-0.39,"9,182","5,000",-100.00%,-100.00%,0,102.6M,19.5M,none,none,none,-0.01,-0.1,0,0,none,none,none,0,309.0K,-7.93M,-7.95M,none,none,30-Jun,none,-499.81%,-2517.73%,0.03,none,none,none,none,none,none,none,,,0,5.11%
tsfg,8.375,15.95,20,0.63,106.4K,64.0K,58.50%,112.60%,680.4M,42.7M,40.5M,0.44,2.76%,none,11.4,0.88,0.26,9.02,2.98,1.4,18.23,1.77,394.0M,none,38.3M,9.80%,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,16.2,16.18,-0.12%,5.11%
tsft,0.75,1.75,6,0.44,636,0,75.00%,134.70%,2.48M,1.42M,600.0K,none,none,none,1.67,0.39,-0.22,16.8,0.53,1.05,4.54,0.1,23.4M,1.43M,521.0K,2.20%,4.00%,30-Nov,none,6.16%,22.49%,1.28,0.13,743.0K,0,none,0,none,"1,000",1.75,1.61,-8.00%,5.11%
tsg,21.22,26.3,54.98,1.2,1.09M,1.06M,-23.40%,2.80%,3.52B,134.0M,84.4M,none,none,none,7.74,-0.06,0.13,17.44,2.96,3.4,none,1.51,2.32B,348.3M,-6.62M,-0.30%,5.30%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,27.03,34.69,28.34%,5.11%
tsgo.ob,0.44,0.65,3.76,35.15,163.4K,1.01M,-48.40%,-30.80%,11.9M,18.3M,3.10M,none,none,none,0.08,0.05,-0.02,0.11,0.01,8.01,12.04,5.79,1.10M,-237.0K,235.0K,21.40%,-29.10%,31-Dec,none,22.90%,96.23%,1.08,0.08,106.0K,none,none,none,none,none,0.63,0.18,-71.43%,5.11%
tsh,12.875,18.5,19.7,0.37,"1,909","1,000",34.50%,80.40%,45.3M,2.45M,1.70M,0.5,2.70%,none,22.26,1.81,0.56,14.61,29.95,0.83,10.23,1.27,35.2M,none,4.36M,12.40%,41.50%,30-Sep,none,0.92%,8.64%,none,none,70.1M,0,none,0,none,"1,000",18.75,19.2,2.40%,5.11%
tsic,12.5,17.52,23.99,0.96,11.0K,"7,000",12.10%,50.40%,134.6M,7.68M,2.50M,none,none,none,10.99,1.71,0.18,58.55,0.26,1.59,10.23,0.3,453.5M,48.3M,13.3M,2.90%,8.50%,30-Sep,none,4.51%,16.88%,2.85,1.58,2.00M,20.0K,0.80%,83.0K,2,10.0K,17.9,17.04,-4.80%,5.11%
tsih.ob,0.03,0.06,0.24,1.5,16.0K,13.0K,-57.40%,-42.90%,2.51M,41.9M,9.60M,none,none,none,-0.06,0,0,0.03,0.01,none,none,2.01,1.20M,66.0K,31.0K,5.00%,3.30%,30-Jun,none,13.33%,none,1.13,none,198.0K,none,none,none,none,none,0.06,0.07,16.67%,5.11%
tsim.ob,0.06,0.09,0.438,-0.3,636,"2,000",-76.00%,-67.80%,918.0K,10.2M,3.10M,none,none,none,-0.23,-0.13,-0.01,none,0,none,none,none,0,140.0K,-1.50M,none,none,31-Dec,none,-198.87%,none,0,none,"1,000",0,none,"5,000",none,35.0K,0.09,0.19,111.11%,5.11%
tsixq.ob,0.05,0.08,19.375,none,47.3K,"8,000",-99.60%,-99.40%,65.6M,820.1M,339.6M,none,none,none,2.6,-0.55,-0.14,0.64,0.36,0.03,none,0.12,515.5M,48.3M,-439.3M,-78.90%,-52.60%,31-Dec,none,-8.86%,-25.36%,1.08,0.92,278.0M,8.86M,2.60%,14.0M,2.88,3.07M,,,0,5.11%
tsm,8.39,12.91,19.018,2,5.09M,4.66M,-15.40%,13.40%,43.5B,3.37B,1.85B,none,none,none,2.34,0.28,0.01,1.24,0.33,5.53,46.61,10.39,4.25B,2.73B,912.3M,21.40%,29.50%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,13.27,15.93,20.05%,5.11%
tsma,15.19,18.93,22.25,none,364,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,18.93,17.87,-5.60%,5.11%
tsmx.ob,0.05,0.06,1.125,1.29,"1,500","1,000",-94.20%,-92.20%,120.0K,2.00M,1.20M,none,none,none,0.83,-9.18,-2.24,137.44,0.17,0.07,none,0,274.9M,8.52M,-18.4M,-6.70%,-2.30%,31-Dec,none,-11.70%,-140.66%,0.43,64.31,339.0K,0,none,0,none,26.0K,,,0,5.11%
tsn,8.1,9.79,15.5,0.59,1.63M,1.16M,-18.40%,9.40%,3.42B,349.2M,199.7M,0.16,1.63%,none,9.72,0.26,0.09,32.49,0.32,1.01,37.65,0.3,7.25B,228.3M,58.1M,0.80%,2.70%,30-Sep,none,1.21%,2.69%,2.06,0.77,71.2M,31.3M,15.70%,34.9M,26.76,1.17M,9.75,12.03,23.38%,5.11%
tso,9.313,13.22,16.5,0.78,206.3K,206.0K,23.00%,64.90%,546.8M,41.4M,24.8M,none,none,none,17.83,2.59,0.79,128.43,0.06,0.74,5.1,0.1,5.38B,247.4M,99.4M,2.00%,3.80%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,13.6,12.6,-7.35%,5.11%
tsp,7.5,9.08,16.33,1.1,21.4K,11.0K,-35.10%,-13.00%,4.48B,493.7M,64.2M,none,none,none,11.11,1.17,0.22,6.07,0.07,0.82,7.77,1.5,3.02B,822.6M,584.6M,19.30%,14.20%,31-Dec,none,7.66%,10.81%,0.66,0.22,35.2M,121.0K,0.20%,42.0K,2.95,41.0K,9.53,11.77,23.50%,5.11%
tspt.ob,0.281,0.5,2.14,none,33.5K,23.0K,-20.00%,7.30%,31.0M,61.9M,50.2M,none,none,none,0.17,-0.07,-0.01,0.1,0.12,2.96,none,5.09,3.43M,-2.06M,-2.23M,-64.80%,-70.00%,31-Dec,none,-27.67%,-32.64%,67.54,0,7.55M,none,none,none,none,none,0.45,0.4,-11.11%,5.11%
tsrc,1.25,2,3.375,0.86,"5,545","2,000",-20.00%,7.30%,20.4M,10.2M,3.10M,none,none,none,3.86,0.18,0.04,15.7,0.46,0.52,11.11,0.13,163.2M,5.41M,1.88M,1.10%,2.10%,31-Dec,none,3.92%,4.87%,4.9,0,4.72M,0,none,0,none,"3,000",2,2,0.00%,5.11%
tsrg.ob,0.01,0.012,0.125,-0.23,739.0K,622.0K,-90.40%,-87.10%,2.11M,175.7M,159.9M,none,none,none,-0.01,-0.03,0,0.01,none,none,none,1.22,1.54M,-1.54M,-3.29M,none,none,31-Dec,none,-71.27%,none,0.04,none,none,0,none,0,none,27.0K,0.014,0.0105,-25.00%,5.11%
tsri,3.438,4.94,5.88,0.7,"4,591","3,000",-7.00%,24.70%,21.8M,4.42M,2.30M,none,none,none,4.31,0.82,0.2,17.14,2.71,1.15,6,0.29,76.2M,6.11M,3.66M,4.80%,7.90%,31-May,none,15.96%,20.97%,4.21,0,12.0M,0,none,"2,000",none,"5,000",4.99,5.05,1.20%,5.11%
tss,14.875,20.2,35.84,0.65,152.0K,166.0K,25.80%,68.60%,3.93B,194.8M,31.2M,0.06,0.30%,none,2.3,0.49,0.13,3.25,0.24,8.77,41.48,6.22,635.5M,171.7M,95.0M,13.00%,18.90%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,19.65,20.35,3.56%,5.11%
tsst.ob,0,0.001,0.063,3.81,455,0,-87.50%,-83.20%,10.0K,9.90M,5.40M,none,none,none,1.02,-1.62,-0.26,4.34,0.08,0,none,0,42.4M,-11.0M,-15.8M,-37.10%,-37.40%,30-Jun,none,-27.33%,-84.19%,0.19,3.22,771.0K,44.0K,0.80%,45.0K,1.05,42.0K,,,0,5.11%
tssw.ob,0.03,0.041,0.266,0.37,"6,136",20.0K,-79.80%,-72.90%,469.0K,11.4M,6.70M,none,none,none,0.11,-0.29,-0.01,0.2,0.03,0.37,none,0.21,2.27M,-1.75M,-3.38M,none,none,31-Dec,none,-84.33%,-124.18%,1.18,0.31,328.0K,"3,000",0.00%,"7,000",0.25,12.0K,0.041,0.03,-26.83%,5.11%
tsta.ob,0.41,0.45,1.05,1.52,11.3K,"4,000",-48.60%,-31.00%,4.73M,10.5M,4.70M,none,none,none,0.21,0.06,0.03,1.38,0.18,2.17,7.63,0.33,14.1M,781.0K,594.0K,4.20%,5.70%,30-Jun,none,13.24%,36.25%,1.33,0.14,1.78M,none,none,none,none,none,0.45,0.54,20.00%,5.11%
tstf,2.406,6,10.8,0.6,73.9K,41.0K,134.10%,213.90%,96.9M,16.2M,15.0M,none,none,none,2.82,0.17,0.05,78.6,0.9,2.12,35.5,0.08,636.1M,4.92M,1.38M,0.20%,0.50%,30-Sep,none,2.72%,7.10%,1.18,0.2,7.24M,110.0K,0.70%,"4,000",0.66,166.0K,5.85,6.04,3.25%,5.11%
tstn,1.78,3.19,30,none,253.4K,321.0K,-86.00%,-81.20%,207.4M,65.0M,24.7M,none,none,none,3.94,-1.29,-0.29,0.67,3.17,0.81,none,4.75,40.9M,-78.9M,-80.0M,none,none,31-Dec,none,-25.59%,-27.49%,28.55,0,200.6M,1.57M,6.40%,1.52M,7.08,222.0K,3.32,3.42,3.01%,5.11%
tsu,9.4,10.64,30,2.01,38.2K,28.0K,-57.30%,-42.80%,355.8M,33.4M,25.5M,none,none,none,8.7,0.2,0.16,7.88,1.22,1.22,52.94,1.35,263.5M,2.22M,6.71M,2.50%,0.80%,31-Dec,none,1.16%,2.46%,1.83,0.43,40.9M,167.0K,0.70%,203.0K,5.76,29.0K,11.45,13.6,18.78%,5.11%
tsys,0.9,2.94,20.313,none,66.5K,92.0K,-81.60%,-75.40%,84.1M,28.6M,12.3M,none,none,none,4.28,-3.01,-1.88,2.52,1.8,0.69,none,1.17,68.6M,-21.2M,-85.0M,none,-55.50%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,2.99,3.62,21.07%,5.11%
tt,2.625,10.96,14.8,0.92,25.9K,20.0K,192.30%,291.90%,67.7M,6.18M,4.80M,0.24,2.19%,none,1.64,-11.72,-0.25,33.3,none,6.67,none,0.33,205.6M,-62.4M,-72.3M,-35.20%,-40.20%,31-Mar,none,-18.71%,-100.36%,0.83,21.95,none,28.0K,0.60%,29.0K,0.76,37.0K,,10.2,0,5.11%
ttc,32.75,42.9,50,0.48,51.0K,38.0K,23.00%,65.00%,536.1M,12.5M,10.6M,0.48,1.12%,none,28.12,3.76,1.3,103.05,0.01,1.52,11.42,0.42,1.35B,133.1M,49.3M,3.70%,7.20%,31-Oct,none,none,none,none,none,none,none,none,none,none,none,44.08,45.9,4.13%,5.11%
ttec,5.39,8.08,29.5,1.34,253.8K,150.0K,-70.90%,-61.00%,616.8M,76.3M,32.1M,none,none,none,4.48,0.02,0.03,12.09,0.62,1.8,384.76,0.67,988.7M,71.1M,5.83M,0.70%,4.30%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,8.01,12.25,52.93%,5.11%
ttek,17,25.88,37.563,0.55,273.8K,385.0K,-23.30%,2.80%,1.08B,41.6M,39.1M,none,none,none,8.45,0.72,-0.09,16.79,0.25,3.06,36.05,1.54,712.0M,49.0M,30.9M,4.30%,6.60%,1-Oct,none,none,none,none,none,none,none,none,none,none,none,27.2,25.3,-6.99%,5.11%
tten,11.95,14.56,21.05,0.7,60.3K,33.0K,-0.40%,33.50%,214.7M,14.7M,4.10M,none,none,none,11.7,3.03,0.78,8.37,0.6,1.25,4.8,1.74,158.0M,121.3M,55.6M,36.00%,55.80%,31-Dec,none,19.93%,39.44%,1.48,0.56,8.82M,173.0K,4.20%,204.0K,3.09,56.0K,14.5,14.36,-0.97%,5.11%
ttg,2,2.25,5.938,1.73,"5,091",18.0K,-52.60%,-36.50%,33.6M,14.9M,2.70M,none,none,none,0.84,0.1,-0.05,0.89,0.29,2.68,23.68,2.52,13.3M,-1.57M,1.57M,11.80%,-12.80%,30-Sep,none,8.81%,12.32%,3.46,0.1,4.28M,0,none,"6,000",none,"1,000",2.35,2.63,11.91%,5.11%
tti,12.563,17.02,29.25,1.06,115.9K,157.0K,20.00%,60.90%,239.2M,14.1M,6.70M,none,none,none,11.28,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,17.49,20.23,15.67%,5.11%
ttil,9.91,15.77,22.125,1.55,95.4K,79.0K,-15.30%,13.50%,179.6M,11.4M,6.60M,none,none,none,7.15,0.93,0.26,3.93,3.92,2.21,16.96,4.02,46.2M,8.63M,10.9M,23.70%,18.70%,31-Dec,none,13.56%,15.99%,8.15,0,44.7M,63.0K,1.00%,19.0K,0.86,73.0K,15.9208,23.7,48.86%,5.11%
ttla,0.25,0.27,4.438,2.23,185.7K,124.0K,-93.40%,-91.20%,10.8M,40.1M,33.3M,none,none,none,1.32,0.09,0.95,2.44,0.59,0.2,3.14,0.11,95.4M,-35.2M,5.59M,5.90%,-44.50%,30-Sep,none,7.25%,17.87%,1.81,0,23.8M,"3,000",0.00%,"4,000",0.01,465.0K,0.25,0.67,168.00%,5.11%
ttlo.ob,0.109,0.6,1.01,-2.27,"2,864","3,000",219.10%,328.00%,1.69M,2.81M,2.00M,none,none,none,-0.17,0.15,0.06,1.27,0.13,none,4,0.47,3.57M,539.0K,420.0K,11.80%,13.20%,30-Apr,none,26.06%,none,0.72,none,368.0K,0,none,"3,000",none,"3,000",0.6,0.7,16.67%,5.11%
ttmc.ob,0.4,0.7,1.875,0.46,"3,409","2,000",-61.40%,-48.20%,10.3M,14.7M,1.60M,none,none,none,-0.95,-0.92,-0.19,1.33,0.08,none,none,0.53,19.5M,-6.58M,-13.5M,-49.00%,-49.00%,31-Dec,none,-35.65%,none,1.19,0.69,1.16M,none,none,none,none,none,0.55,0.45,-18.18%,5.11%
ttmi,4,9.25,23,none,188.9K,111.0K,-55.40%,-40.20%,347.3M,37.5M,14.9M,none,none,none,3.97,0.6,0.03,4.21,0.64,2.33,15.42,2.2,164.1M,43.7M,23.4M,14.30%,23.70%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,8.89,11.89,33.75%,5.11%
ttmt.ob,0,0.001,0.563,-5.2,136,0,-99.80%,-99.80%,"4,000",3.98M,1.70M,none,none,none,-1.31,-2.34,-0.63,4.43,0,none,none,0,15.8M,-1.75M,-8.36M,-52.90%,-20.10%,30-Nov,none,-25.70%,none,0.29,none,"1,000","5,000",0.30%,"1,000",2.5,"2,000",,,0,5.11%
ttn,13,26.13,29.01,1.17,1.02M,3.43M,86.60%,150.30%,1.73B,66.2M,51.0M,none,none,none,3.69,-1.32,0.06,20.12,1.01,7.08,none,1.3,1.10B,63.0M,-70.5M,-6.90%,-3.20%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,26.05,26.12,0.27%,5.11%
ttnc.ob,0.15,0.16,1.063,-0.26,455,"1,000",-80.30%,-73.60%,1.10M,6.87M,3.60M,none,none,none,0.09,-0.12,-0.1,1.28,0.05,1.8,none,0.12,8.76M,-1.94M,-548.0K,-6.30%,-25.40%,30-Jun,none,-12.27%,-38.49%,2.42,0,333.0K,none,none,none,none,none,0.16,0.12,-25.00%,5.11%
ttp,5.25,7.15,51.7,1.25,401.2K,602.0K,-84.70%,-79.50%,197.6M,27.6M,21.8M,none,none,none,3.99,-0.72,-0.07,0.17,4.09,1.79,none,40.85,4.72M,-25.0M,-19.1M,none,none,31-Dec,none,-18.59%,-19.30%,39.08,0,113.1M,435.0K,2.00%,0,1.86,234.0K,6.97,9.35,34.15%,5.11%
ttpa,1.11,1.93,12.625,2.37,66.1K,36.0K,-81.20%,-74.70%,117.3M,60.8M,34.6M,none,none,none,2.58,-0.9,-0.24,1.1,1.28,0.75,none,1.76,65.0M,-33.6M,-53.7M,-82.70%,-91.50%,31-Jan,none,-26.89%,-32.13%,2.85,0,77.7M,25.0K,0.10%,25.0K,0.19,131.0K,1.93,1.88,-2.59%,5.11%
ttre,0.67,2.05,8.75,1.4,278.4K,76.0K,-68.20%,-57.30%,35.6M,17.4M,14.9M,none,none,none,0.46,-0.28,-0.07,none,0.39,4.49,none,none,0,-3.35M,-4.78M,none,none,31-Dec,none,-46.12%,-49.02%,13.38,0,6.83M,197.0K,1.30%,286.0K,0.24,834.0K,1.92,1.83,-4.69%,5.11%
ttrif.ob,0.002,0.002,0.188,0.45,66.9M,37.2M,-93.50%,-91.30%,2.17M,1.09B,1.07B,none,none,none,0.05,0,-0.01,none,0,0.04,none,none,0,none,0,none,none,30-Apr,none,0.00%,0.00%,0.48,0.09,870.0K,0,none,209.0K,none,0,0.0019,,0,5.11%
ttv,0.5,0.6,3.75,1.77,13.5K,"3,000",-84.00%,-78.50%,4.30M,7.17M,1.10M,none,none,none,0.76,0.04,-0.01,5.94,0.01,0.79,16.67,0.1,43.9M,1.23M,303.0K,0.70%,1.10%,31-Dec,none,1.35%,5.66%,1.27,1.38,50.0K,0,none,0,none,21.0K,0.6,0.91,51.67%,5.11%
ttwo,6.44,13.93,24.5,1.46,2.09M,1.38M,13.10%,51.70%,510.3M,36.6M,31.1M,none,none,none,6.63,0.34,0.05,12.93,0.5,2.1,40.97,1.08,431.7M,59.0M,11.1M,2.60%,10.60%,31-Oct,none,3.17%,5.47%,1.72,0.29,18.2M,13.1M,42.10%,11.4M,4.9,2.68M,14.9,13.94,-6.44%,5.11%
ttxg.ob,3,3.45,17.5,-2.78,318,"1,000",-77.00%,-69.20%,4.31M,1.25M,200.0K,none,none,none,-43.42,-53,-53.8,147.82,5.06,none,none,0.02,184.6M,78.9M,-66.3M,-19.00%,-2.00%,31-Jan,none,-9.04%,none,0.56,none,6.33M,1.80M,24.00%,1.98M,8.53,211.0K,3.45,4,15.94%,5.11%
ttxi.ob,0.02,0.08,0.1,none,"3,682",21.0K,45.50%,95.10%,758.0K,9.47M,3.10M,none,none,none,0.01,-0.02,0,none,0,6.26,none,none,0,-178.0K,-178.0K,none,none,31-Dec,none,-87.00%,-123.27%,0.06,0,"5,000",none,none,none,none,none,0.08,0.05,-37.50%,5.11%
tu,10.65,14.38,26.8,none,29.9K,25.0K,-42.50%,-22.90%,4.23B,293.9M,217.3M,0.38,2.65%,none,14.86,-0.3,0.06,15.5,0.18,0.97,none,0.93,4.47B,1.59B,-84.4M,-1.70%,15.00%,31-Dec,none,-0.72%,-2.21%,0.84,1.21,51.7M,25.0K,0.00%,18.0K,1.19,21.0K,14.25,15.77,10.67%,5.11%
tuc,2.625,3,4.125,0.1,"1,364","1,000",-12.70%,17.00%,37.9M,12.6M,10.6M,none,none,none,4.7,0.23,0.05,12.08,0.4,0.64,13.22,0.25,152.6M,31.4M,2.87M,1.90%,8.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,3,3.08,2.67%,5.11%
tues,3.563,13.38,14.9,1.17,92.8K,130.0K,189.30%,288.00%,530.7M,39.7M,11.1M,none,none,none,-0.19,0.45,0.02,15.08,0.07,none,29.54,0.89,609.2M,66.5M,18.3M,3.00%,9.50%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,14.05,19.35,37.72%,5.11%
tug,6.5,9.7,10.05,0.35,"9,182","7,000",47.80%,98.20%,99.1M,10.2M,4.80M,0.4,4.12%,none,8.65,0.87,0.14,11.63,2.92,1.12,11.16,0.83,123.9M,36.8M,9.31M,7.50%,15.00%,31-Dec,none,none,none,none,none,none,none,none,none,none,none,9.45,9.9,4.76%,5.11%
tuic.ob,0.015,0.025,1.125,0.82,21.1K,10.0K,-97.30%,-96.40%,449.0K,18.0M,11.7M,none,none,none,5.59,-0.15,-0.05,16.86,0.28,0,none,0,298.7M,7.03M,-2.62M,-0.90%,1.60%,31-Dec,none,-1.16%,-2.58%,2.96,0.7,4.99M,"1,000",0.00%,0,0.04,26.0K,,,0,5.11%
tune,4.31,19.12,33.875,none,669.6K,1.05M,-33.80%,-11.20%,764.2M,40.0M,14.4M,none,none,none,3.02,-0.54,-0.14,1.77,1.78,6.33,none,10.82,69.1M,-10.1M,-21.0M,-30.50%,-30.70%,31-Dec,none,-14.29%,-16.41%,6.8,0,71.3M,2.04M,14.10%,1.42M,3.31,614.0K,18.1,21.2,17.13%,5.11%
tup,16.938,20.39,26,0.51,229.5K,289.0K,18.60%,59.10%,1.18B,58.0M,37.7M,0.88,4.32%,none,2.33,0.94,-0.21,18.48,0.63,8.73,21.64,1.1,1.09B,170.3M,54.9M,5.00%,9.10%,30-Dec,none,none,none,none,none,none,none,none,none,none,none,20.59,19.66,-4.52%,5.11%
tush.ob,0.17,0.25,1.25,none,"9,045","5,000",4.20%,39.70%,2.47M,9.89M,4.40M,none,none,none,-0.05,-0.05,-0.04,1.23,0,none,none,0.2,12.2M,455.0K,-525.0K,-4.30%,-3.80%,31-Dec,none,-6.24%,none,0.45,none,32.0K,none,none,none,none,none,0.25,0.33,32.00%,5.11%
tutr,9.05,14.2,27.307,0.78,204.3K,422.0K,-23.10%,3.10%,231.0M,16.3M,10.1M,none,none,none,6.6,0.39,0.22,5.34,3.55,2.15,36.69,2.66,68.1M,11.6M,5.70M,8.40%,14.90%,31-Oct,none,8.52%,11.15%,5.15,0.01,57.7M,1.33M,13.10%,1.32M,3.86,344.0K,14.2,13.99,-1.48%,5.11%
tuts,0.5,1.15,40,3.57,262.2K,433.0K,-96.60%,-95.40%,18.8M,16.4M,13.9M,none,none,none,7.46,-10.28,-3.05,1.08,3.78,0.15,none,1.06,17.5M,-106.9M,-165.9M,none,none,31-Dec,none,none,none,none,none,none,none,none,none,none,none,1.12,1.3,16.07%,5.11%
