"Company","52-Week Low","Recent Price","52-Week High","Beta","Daily Volume (3-month avg)","Daily Volume (10-day avg)","52-Week Change","52-Week Change relative to S&P500","Market Capitalization","Shares Outstanding","Float","Annual Dividend","Dividend Yield","Last Split","Book Value","Earnings (ttm)","Earnings (mrq)","Sales (per share)","Cash","Price/Book","Price/Earnings","Price/Sales","Sales (ttm)","EBITDA","Income","Profit Margin","Operating Margin","Fiscal Year Ends","Most recent quarter","Return Assets","Return Equity","Current Ratio","Debt/Equity","Total Cash","Shares Short","Percent of Float","Shares Short (Prior Month)","Short Ratio","Daily Volume","Start Price","End Price","Company Return","Market Return","Delta Return"
"ANN","23.05","42.59","44.33","1","1,768,720","1,541,030","60.22%","8.85%","3.10B","72.75M","72.20M","N/A","N/A","27-May-04","15.153","1.93","1.93","31.437","6.294","2.83","22.12","1.38","2.25B","328.93M","139.95M","6.21%","10.26%","28-Jan","29-Jul-06","9.71%","13.40%","2.65","N/A","457.89M","9.33M","13.00%","8.43M","4.4","1,733,800","42.69","44.02","3.12","3.50","-0.39"
"ANNB","8.65","9.05","10.00","0.37","1,467.69","742.857","1.62%","8.85%","36.95M","4.08M","2.20M","N/A","N/A","06-Dec-04","5.324","0.73","0.73","3.321","5.71","1.77","12.36","2.84","13.53M","N/A","3.07M","22.72%","46.50%","31-Dec","30-Jun-06","0.96%","14.76%","N/A","N/A","23.32M","211","N/A","111","0.2","452","","","0.00","3.50","-3.50"
"ANO","0.56","0.64","1.29","6.06","96,809.2","83,342.9","-13.33%","8.85%","94.86M","148.22M","44.29M","N/A","N/A","N/A","0.067","-0.027","-0.027","N/A","0.014","9.70","N/A","N/A","N/A","-3.92M","-3.94M","N/A","N/A","31-Dec","30-Jun-06","N/A","N/A","10.108","N/A","2.13M","117.13K","N/A","117.21K","0.9","45,600","0.61","0.69","13.11","3.50","9.61"
"ANOR","3.35","12.59","12.98","0","290,162","1,040,610","N/A","8.85%","523.82M","41.61M","34.20M","N/A","N/A","N/A","0.918","-1.25","-1.25","0.007","1.024","13.88","N/A","2,161.25","245.52K","-43.24M","-46.20M","N/A","-18048.91%","31-Mar","30-Jun-06","-53.08%","-102.54%","4.921","N/A","42.62M","22.53K","N/A","18.45K","1.3","1,280,612","12.50","13.44","7.52","3.50","4.02"
"ANP.TO","none","10.12","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","0.41","none","none","none","none","-36.6%","-34.9%","0","0","none","none","none","none","none","none","none","none","none","174,462","9.81","10.85","10.60","3.50","7.10"
"ANPI","8.47","9.04","16.80","1.21","371,689","592,786","-33.76%","8.85%","765.27M","84.65M","84.00M","N/A","N/A","30-Jan-04","5.698","-0.31","-0.31","2.742","0.869","1.55","N/A","3.24","231.37M","94.31M","-16.10M","-11.23%","32.26%","31-Dec","30-Jun-06","5.35%","-3.32%","2.124","1.187","73.53M","2.88M","N/A","3.14M","9","750,710","8.74","9.50","8.70","3.50","5.19"
"ANR","14.41","15.71","30.96","4.1","821,305","960,457","-48.38%","8.85%","1.02B","65.00M","51.81M","N/A","N/A","N/A","4.208","1.13","1.13","30.005","0.074","3.67","13.91","0.54","1.88B","217.31M","70.96M","3.78%","7.04%","31-Dec","30-Jun-06","7.63%","35.81%","1.411","1.751","4.80M","4.71M","7.40%","5.61M","9","900,000","15.63","15.91","1.79","3.50","-1.71"
"ANS","2.80","3.74","5.36","0.32","14,878.5","27,085.7","-22.90%","8.85%","37.99M","10.16M","7.56M","N/A","N/A","N/A","4.935","-0.409","-0.409","19.871","0.363","0.76","N/A","0.19","201.52M","30.24M","-2.77M","-2.06%","7.95%","31-Dec","30-Jun-06","7.60%","-5.32%","1.584","0.446","3.69M","154.33K","N/A","153.29K","19.1","16,700","3.32","3.39","2.11","3.50","-1.39"
"ANS.TO","none","11.63","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","0","0","none","none","none","none","none","none","none","none","none","2,375","12.80","10.90","-14.84","3.50","-18.35"
"ANSR","2.40","2.58","6.65","3.62","211,632","85,085.7","-37.09%","8.85%","116.68M","45.22M","43.45M","N/A","N/A","N/A","2.213","-0.05","-0.05","4.143","0.364","1.13","N/A","0.62","183.57M","12.54M","-1.97M","-1.08%","3.31%","30-Dec","30-Jun-06","3.32%","-1.99%","1.978","N/A","16.48M","910.25K","2.20%","1.02M","2.3","35,066","2.78","3.00","7.91","3.50","4.41"
"ANSS","34.36","45.83","58.24","1.54","263,478","229,000","27.05%","8.85%","1.76B","38.34M","34.24M","N/A","N/A","05-Oct-04","13.138","0.53","0.53","5.777","2.689","3.50","86.64","9.23","191.03M","78.59M","17.97M","9.40%","33.24%","31-Dec","30-Jun-06","7.29%","5.13%","1.149","0.339","103.11M","2.06M","5.40%","1.84M","7.6","443,082","43.26","46.00","6.33","3.50","2.83"
"ANST","12.60","25.11","25.94","1.87","259,245","273,457","77.47%","8.85%","591.92M","23.57M","14.88M","N/A","N/A","10-May-06","2.296","0.73","0.73","3.374","0.709","11.05","34.40","7.50","79.74M","25.35M","18.92M","23.72%","27.13%","30-Apr","31-Jul-06","19.22%","38.78%","1.257","N/A","16.70M","1.02M","6.80%","827.83K","6.3","277,483","24.45","26.66","9.04","3.50","5.54"
"ANSU.OB","N/A","0.07","N/A","0","N/A","N/A","N/A","N/A","3.26M","46.51M","6.06M","N/A","N/A","N/A","-0.002","-0.00","-0.00","N/A","N/A","N/A","N/A","N/A","N/A","-50.58K","-60.14K","N/A","N/A","31-Dec","30-Jun-06","-30.79%","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"ANSV","6.40","6.69","10.85","0.98","10,595.4","7,257.14","N/A","8.85%","134.60M","20.12M","N/A","N/A","N/A","16-Dec-05","3.372","-4.20","-4.20","N/A","3.334","1.97","N/A","N/A","N/A","-44.80M","-46.95M","N/A","N/A","31-Dec","30-Jun-06","N/A","N/A","12.288","0","67.08M","45.08K","0.20%","73.98K","4.5","550","","","0.00","3.50","-3.50"
"ANSW","8.08","11.2099","14.78","0.3","47,292.3","80,528.6","-8.63%","8.85%","87.21M","7.78M","6.98M","N/A","N/A","N/A","2.239","-1.269","-1.269","0.559","1.537","4.82","N/A","20.40","4.12M","-7.07M","-9.34M","-226.91%","-233.63%","31-Dec","30-Jun-06","-23.45%","-51.87%","8.416","N/A","11.96M","682.85K","9.20%","598.32K","17.7","64,556","10.95","14.60","33.33","3.50","29.83"
"ANTP","5.83","6.60","22.18","10.16","71,367.7","46,550","-60.92%","8.85%","15.05M","2.28M","2.12M","N/A","N/A","13-Feb-98","3.18","0.47","0.47","4.193","1.993","2.11","13.92","1.62","9.49M","1.68M","1.10M","11.62%","16.40%","31-May","31-May-06","13.32%","16.67%","13.019","N/A","4.55M","184.49K","8.80%","189.44K","2.3","19,275","6.62","4.96","-25.08","3.50","-28.58"
"ANTS.OB","1.65","2.05","3.15","0.33","31,370.8","30,200","0.97%","8.85%","106.45M","51.93M","36.83M","N/A","N/A","N/A","0.189","-0.25","-0.25","0.009","0.174","11.01","N/A","272.06","397.00K","-11.00M","-11.54M","N/A","-2926.76%","31-Dec","30-Jun-06","-88.56%","-155.65%","16.333","N/A","9.04M","N/A","N/A","N/A","N/A","54,396","1.99","2.45","23.12","3.50","19.61"
"ANTX.OB","N/A","0.08","N/A","1.79","N/A","N/A","N/A","N/A","4.58M","57.20M","N/A","N/A","N/A","N/A","0.092","-0.06","-0.06","0.033","0.002","1.09","N/A","4.27","1.34M","-2.16M","-2.41M","-180.02%","-178.23%","31-Dec","30-Jun-06","N/A","N/A","1.008","0.046","99.49K","N/A","N/A","N/A","N/A","10,000","","","0.00","3.50","-3.50"
"ANX","2.35","2.86","5.38","-1.33","405,712","282,029","-16.16%","8.85%","210.39M","73.56M","50.03M","N/A","N/A","N/A","-0.159","-0.547","-0.547","N/A","0.255","N/A","N/A","N/A","N/A","-15.93M","-36.89M","N/A","N/A","31-Dec","30-Jun-06","-68.86%","N/A","0.615","N/A","18.75M","6.16M","9.00%","5.89M","19.1","277,200","2.77","3.37","21.66","3.50","18.16"
"ANZ","84.61","100.70","110.65","0.87","12,973.8","21,187.5","9.93%","8.85%","36.83B","365.74M","248.56M","4.21","4.30%","N/A","36.73","6.65","6.65","18.93","63.579","2.69","15.14","5.23","6.92B","N/A","2.51B","36.23%","100.00%","30-Sep","31-Mar-06","N/A","N/A","N/A","N/A","23.25B","22.04K","N/A","12.55K","2.7","14,000","100.30","111.65","11.32","3.50","7.81"
"AOB","3.46","5.74","7.68","1.54","551,963","263,443","32.29%","8.85%","359.70M","62.67M","44.75M","N/A","N/A","N/A","2.029","0.339","0.339","1.366","1.123","2.71","16.93","4.59","74.99M","26.07M","18.62M","24.83%","32.30%","31-Dec","30-Jun-06","14.68%","22.41%","4.049","0.078","70.35M","2.45M","5.50%","2.14M","4.4","1,155,700","5.91","7.63","29.10","3.50","25.60"
"AOC","30.62","34.01","42.76","1.6","1,469,570","1,601,770","8.00%","8.85%","10.70B","314.47M","289.97M","0.60","1.80%","18-May-99","16.763","2.15","2.15","31.026","14.504","2.02","15.86","1.07","10.01B","1.47B","622.00M","7.37%","11.57%","31-Dec","30-Jun-06","2.59%","11.65%","1.53","0.39","4.56B","7.53M","2.60%","8.02M","6.3","2,311,100","33.68","34.79","3.30","3.50","-0.21"
"AOF","7.30","8.20","8.26","0.2","24,003.1","44,871.4","5.41%","8.85%","105.80M","12.90M","11.05M","0.50","6.10%","N/A","8.578","0.43","0.43","0.717","0.026","0.95","19.29","11.41","9.25M","N/A","5.48M","59.31%","84.98%","31-July","31-Jan-06","3.22%","4.92%","0.294","0.284","330.13K","320","N/A","3.41K","0","29,000","8.20","8.32","1.46","3.50","-2.04"
"AOG","N/A","3.13","N/A","0.5","N/A","N/A","N/A","N/A","256.74M","82.03M","41.25M","N/A","N/A","N/A","0.914","-0.029","-0.029","0.286","0.044","3.45","N/A","14.95","17.29M","7.19M","-1.73M","-10.00%","15.89%","31-Dec","30-Jun-06","N/A","N/A","1.363","1.105","3.59M","3.39M","5.70%","3.06M","15.5","135,100","2.90","3.10","6.90","3.50","3.39"
"AOGC.OB","N/A","0.11","N/A","-0.54","N/A","N/A","N/A","N/A","3.28M","29.80M","15.06M","N/A","N/A","N/A","0.011","0.01","0.01","N/A","0.028","10.00","10.00","N/A","N/A","N/A","-350.00K","N/A","N/A","Basic Materials","Oil & Gas Drilling & Exploration","-37.01%","N/A","3.377","0.799","824.00K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AOGS.OB","N/A","0.054","N/A","11.88","N/A","N/A","N/A","N/A","14.47M","267.88M","N/A","N/A","N/A","N/A","0.003","-0.01","-0.01","N/A","0.003","18.00","N/A","N/A","N/A","N/A","-1.34M","N/A","N/A","31-Mar","30-Jun-06","-23.20%","-278.77%","6.297","0.028","921.29K","N/A","N/A","N/A","N/A","69,400","","","0.00","3.50","-3.50"
"AOI","2.16","4.09","5.06","1.98","364,443","479,688","11.75%","8.85%","356.39M","87.14M","80.37M","N/A","N/A","N/A","2.381","-4.19","-4.19","25.602","0.167","1.65","N/A","0.16","2.20B","149.74M","-335.23M","-16.37%","4.82%","31-Mar","30-Jun-06","2.99%","-81.89%","1.705","4.901","14.56M","4.21M","4.60%","4.51M","15.5","1,915,100","4.08","4.82","18.14","3.50","14.64"
"AOLS.OB","0.42","0.80","1.35","1.04","10,692.3","7,800","-28.57%","8.85%","23.40M","29.24M","25.35M","N/A","N/A","16-Jul-04","-0.136","-0.48","-0.48","0.007","0.137","N/A","N/A","203.08","108.00K","-4.94M","-7.25M","N/A","-5190.74%","30-Sep","30-Jun-06","-88.34%","N/A","2.707","N/A","4.00M","0","N/A","0","0","7,200","","","0.00","3.50","-3.50"
"AOM.TO","none","13.95","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","-0.29","none","none","none","none","-6.9%","58.8%","1","0","none","none","none","none","none","none","none","none","none","928,202","13.94","15.09","8.25","3.50","4.75"
"AOOR.OB","0.21","0.24","1.23","6.63","936,245","773,529","-40.00%","8.77%","48.42M","201.77M","153.91M","N/A","N/A","28-Oct-04","0.07","-0.43","-0.43","0.177","0.004","3.43","N/A","2.07","23.37M","-26.69M","-56.43M","-241.44%","-243.13%","31-Dec","30-Jun-06","N/A","N/A","0.225","0.592","867.63K","N/A","N/A","N/A","N/A","849,669","0.22","0.21","-4.55","3.50","-8.05"
"AOS","26.95","40.25","58.06","1.69","191,158","144,938","47.06%","8.85%","1.23B","30.63M","21.01M","0.68","1.70%","18-Aug-98","21.304001","2.16","2.16","62.911","1.479","1.89","18.66","0.65","1.90B","179.50M","66.10M","3.50%","6.42%","31-Dec","30-Jun-06","4.77%","10.42%","1.832","0.773","45.30M","2.56M","11.80%","2.76M","15.3","146,100","39.49","35.16","-10.96","3.50","-14.47"
"AOTL.OB","0.09","0.119","1.40","6.65","50,504.6","42,571.4","-87.06%","8.85%","10.62M","89.26M","10.80M","N/A","N/A","16-Jun-04","0.012","-0.088","-0.088","N/A","0","9.17","N/A","N/A","N/A","-2.88M","-7.66M","N/A","N/A","31-Mar","30-Jun-06","-64.03%","-446.25%","0.032","1.168","1.19K","N/A","N/A","N/A","N/A","58,900","","","0.00","3.50","-3.50"
"AOXY.OB","N/A","0.015","N/A","4.08","N/A","N/A","N/A","N/A","687.80K","45.85M","13.33M","N/A","N/A","N/A","-0.005","-0.005","-0.005","-0.001","0.008","N/A","N/A","N/A","-27.45K","4.84K","-4.86K","N/A","3.08%","30-June","31-Mar-06","-0.08%","N/A","0.333","N/A","381.17K","N/A","N/A","N/A","N/A","0","","","0.00","3.50","-3.50"
"AP","13.91","30.31","35.98","1.62","128,122","168,012","95.05%","8.85%","298.16M","9.84M","7.19M","0.40","1.40%","N/A","15.503","2.28","2.28","27.588","4.714","1.94","13.31","1.09","270.10M","31.81M","22.52M","8.34%","9.32%","31-Dec","30-Jun-06","6.32%","15.77%","2.684","0.087","46.37M","302.27K","3.10%","304.10K","3.1","225,200","30.72","33.20","8.07","3.50","4.57"
"APA","56.50","63.38","77.15","0.92","3,612,290","4,540,840","-16.86%","8.77%","20.87B","329.24M","327.26M","0.60","1.00%","15-Jan-04","35.632","8.546","8.546","24.931","0.127","1.75","7.42","2.50","8.22B","6.20B","2.85B","34.78%","56.32%","31-Dec","30-Jun-06","14.86%","27.20%","0.636","0.294","41.93M","6.70M","2.00%","7.72M","2.4","3,824,800","61.99","65.32","5.37","3.50","1.87"
"APAB","N/A","24.05","N/A","-0.01","N/A","N/A","N/A","N/A","124.43M","5.17M","3.85M","N/A","N/A","N/A","12.119","1.20","1.20","5.731","5.095","1.93","20.13","4.41","27.45M","N/A","5.87M","21.38%","53.48%","31-Dec","30-Jun-06","0.99%","11.61%","N/A","N/A","26.36M","2.63K","0.10%","2.87K","0.7","2,720","24.00","22.43","-6.54","3.50","-10.04"
"APAC","0.87","2.61","2.96","-0.72","47,844.6","43,142.9","165.31%","8.77%","130.24M","49.90M","21.43M","N/A","N/A","16-May-96","1.022","-0.33","-0.33","4.751","0.01","2.54","N/A","0.55","234.97M","9.74M","-16.54M","-7.04%","-1.38%","1-Jan","02-Jul-06","-1.34%","-28.07%","0.835","0.274","516.00K","169.97K","0.60%","220.25K","4.8","35,014","2.58","2.74","6.20","3.50","2.70"
"APAGF","43.71","86.00","91.50","0.19","920","525","84.75%","8.85%","632.96M","7.36M","1.14M","1.40","1.60%","N/A","18.367001","5.01","5.01","6.858","5.266","4.71","17.15","12.61","50.48M","51.55M","36.91M","73.13%","45.58%","31-Dec","30-Jun-06","21.19%","30.37%","4.463","N/A","38.76M","2.84K","N/A","4.36K","3.4","100","","","0.00","3.50","-3.50"
"APAT","1.09","1.33","2.43","2.9","7,301.54","8,000","2.31%","8.85%","15.79M","11.87M","9.09M","N/A","N/A","N/A","1.303","-0.22","-0.22","1.451","0.686","0.97","N/A","0.87","17.23M","-3.16M","-2.57M","-14.91%","-23.93%","31-Mar","30-Jun-06","-12.74%","-15.34%","3.698","0.082","8.14M","10.57K","0.10%","9.52K","1.8","776","","","0.00","3.50","-3.50"
"APB","14.55","19.72","23.71","2.22","20,930.8","21,125","25.21%","8.77%","203.98M","10.34M","N/A","0.68","3.50%","N/A","20.535","4.59","4.59","0.508","0.036","0.95","4.29","38.57","5.25M","N/A","47.52M","905.00%","37.45%","31-Mar","31-Mar-06","0.57%","24.73%","0.152","0.094","376.90K","7.45K","N/A","3.84K","0.3","18,400","19.88","21.57","8.50","3.50","5.00"
"APC","40.40","43.62","56.98","1.07","5,171,630","5,611,250","-10.27%","8.77%","20.04B","459.47M","457.26M","0.36","0.90%","30-May-06","26.576","6.30","6.30","16.969","1.46","1.62","6.93","2.52","7.87B","5.98B","2.83B","37.49%","56.61%","31-Dec","30-Jun-06","12.51%","25.26%","1.165","0.289","671.00M","7.57M","1.70%","9.20M","1.6","5,525,600","43.06","46.42","7.80","3.50","4.30"
"APCC","16.28","21.65","26.31","2.97","1,719,800","3,535,260","-15.00%","8.77%","4.12B","190.48M","168.67M","0.40","1.90%","01-Jun-99","8.056","0.53","0.53","10.97","2.828","2.64","40.77","1.91","2.13B","190.46M","105.36M","4.95%","6.28%","31-Dec","25-Jun-06","4.38%","6.77%","3.994","N/A","538.74M","14.83M","8.80%","13.64M","10.5","4,382,232","21.60","30.23","39.95","3.50","36.45"
"APD","53.00","67.61","69.54","0.85","1,050,960","1,138,660","23.67%","8.77%","14.90B","220.34M","206.68M","1.36","2.00%","16-Jun-98","22.801001","3.40","3.40","39.61","0.275","2.99","19.91","1.71","8.81B","1.93B","774.00M","8.79%","11.45%","30-Sep","30-Jun-06","6.73%","16.02%","1.267","0.59","60.50M","1.95M","0.90%","2.13M","2.4","937,200","67.23","69.67","3.63","3.50","0.13"
"APDN.OB","0.07","0.11","0.63","4.29","83,401.5","34,214.3","-79.25%","8.77%","13.31M","120.98M","106.44M","N/A","N/A","N/A","-0.02","-0.09","-0.09","0","0.016","N/A","N/A","704.13","18.90K","-25.80M","-10.68M","N/A","-143665.91%","30-Sep","30-Jun-06","-261.32%","N/A","0.414","N/A","1.93M","N/A","N/A","N/A","N/A","15,100","","","0.00","3.50","-3.50"
"APF","13.18","16.81","19.04","1.6","73,424.6","69,787.5","17.39%","8.85%","597.39M","35.54M","33.31M","0.19","1.10%","N/A","18.493999","4.08","4.08","0.315","0.037","0.90","4.12","52.57","11.19M","N/A","144.97M","1295.07%","36.39%","31-Dec","30-Jun-06","0.43%","24.65%","1.438","0.001","1.33M","23.71K","N/A","14.67K","0.5","67,500","16.94","17.43","2.89","3.50","-0.61"
"APFC","4.06","7.65","9.98","0.65","12,807.7","9,425","28.79%","8.85%","56.01M","7.32M","6.81M","N/A","N/A","N/A","9.628","0.09","0.09","19.296","0.709","0.78","82.26","0.39","140.82M","22.16M","951.00K","0.48%","3.61%","30-Sep","30-Jun-06","2.12%","1.36%","2.18","1.561","5.19M","157.05K","2.30%","172.68K","11","4,870","7.79","7.23","-7.19","3.50","-10.69"
"APG.TO","none","0.43","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","none","","none","none","none","none","N/A","N/A","","","none","none","none","none","none","none","none","none","none","42,000","0.44","0.41","-6.82","3.50","-10.32"
"APH","38.38","63.78","64.23","1.4","497,135","601,188","61.06%","8.77%","5.70B","89.37M","89.01M","0.12","0.20%","30-Mar-04","9.039","2.40","2.40","23.886","0.514","6.99","26.63","2.65","2.13B","453.97M","218.52M","10.26%","18.13%","31-Dec","30-Jun-06","13.93%","31.41%","2.045","0.873","45.92M","1.22M","1.40%","1.42M","3","666,100","62.53","67.90","8.59","3.50","5.09"
"APHY.OB","N/A","0.2975","N/A","-0.35","N/A","N/A","N/A","N/A","15.39M","51.74M","46.64M","N/A","N/A","N/A","-0.003","-0.134","-0.134","0.131","0.003","N/A","N/A","2.58","5.81M","-5.93M","-5.92M","-101.88%","-101.01%","31-Dec","30-Jun-06","-233.25%","N/A","0.937","N/A","172.52K","N/A","N/A","N/A","N/A","20,300","","","0.00","3.50","-3.50"
"API","1.36","1.73","3.37","0.49","110,955","41,112.5","-42.72%","8.77%","32.84M","18.98M","16.26M","N/A","N/A","N/A","1.23","-0.243","-0.243","1.311","0.312","1.44","N/A","1.39","24.18M","1.12M","-4.49M","-18.56%","-8.00%","31-Mar","30-Jun-06","-3.32%","-20.23%","2.266","0.447","5.93M","140.94K","1.00%","234.25K","1.8","51,600","1.73","1.95","12.72","3.50","9.21"
"APII","1.35","1.7705","3.22","1.21","9,021.54","2,700","-42.72%","8.77%","9.25M","5.23M","1.86M","N/A","N/A","N/A","1.054","-0.253","-0.253","1.71","0.244","1.68","N/A","1.04","8.88M","-992.20K","-1.32M","-14.81%","-15.17%","31-Dec","30-Jun-06","-10.17%","-22.59%","2.072","0.155","1.28M","44.10K","1.40%","46.75K","3.9","1,100","","","0.00","3.50","-3.50"
"APL","39.45","43.12","49.21","0.57","42,704.6","35,828.6","-10.73%","8.77%","562.67M","13.05M","11.32M","3.40","7.90%","N/A","25.483999","2.01","2.01","40.935","0.963","1.70","21.47","1.21","465.22M","80.40M","23.06M","7.98%","13.11%","31-Dec","30-Jun-06","6.37%","12.86%","0.999","0.772","12.56M","63.43K","0.50%","40.90K","1.6","21,700","43.54","46.46","6.71","3.50","3.20"
"APLS.OB","0.01","0.008","0.16","-1.38","11,833.8","24,000","-88.89%","8.85%","223.57K","27.95M","13.29M","N/A","N/A","N/A","-0.179","-0.332","-0.332","-0.101","0","N/A","N/A","N/A","-2.42M","-1.88M","-5.72M","N/A","70.29%","30-June","31-Mar-06","N/A","N/A","0","N/A","1.53K","N/A","N/A","N/A","N/A","10,000","","","0.00","3.50","-3.50"
"APLX","5.85","8.62","8.63","3.5","44,672.3","34,450","35.75%","8.77%","134.14M","15.56M","13.25M","N/A","N/A","27-Dec-95","1.844","0.41","0.41","2.823","1.692","4.45","20.87","3.02","42.21M","8.90M","6.95M","16.24%","16.99%","31-Dec","30-Jun-06","11.46%","31.06%","1.57","0.227","26.33M","75.81K","0.60%","106.12K","1.6","61,908","9.10","10.59","16.37","3.50","12.87"
"APN","1.24","5.45","5.87","3.58","130,331","83,962.5","186.84%","8.77%","133.48M","24.49M","22.30M","N/A","N/A","N/A","1.76","-1.10","-1.10","22.117","0.274","3.10","N/A","0.25","535.71M","4.68M","-26.75M","-4.99%","-1.36%","31-Dec","30-Jun-06","-1.62%","-47.04%","1.725","2.725","6.72M","631.32K","2.60%","710.61K","8.8","21,600","5.34","5.84","9.36","3.50","5.86"
"APNB.OB","0.60","1.60","1.94","1.07","26,355.4","107,057","96.20%","8.77%","28.68M","17.92M","8.14M","N/A","N/A","N/A","0.205","-0.17","-0.17","0.046","0.156","7.56","N/A","37.03","750.17K","-2.06M","-2.70M","N/A","-321.52%","31-Dec","30-Jun-06","-18.39%","-75.04%","6.809","1","2.79M","N/A","N/A","N/A","N/A","36,300","1.70","1.71","0.59","3.50","-2.91"
"APNI.OB","1.88","2.50","3.42","-0.43","4,506.15","4,087.5","-9.09%","8.77%","27.84M","11.13M","5.51M","N/A","N/A","N/A","3.048","1.09","1.09","29.975","4.156","0.82","2.29","0.06","455.13M","16.34M","5.74M","6.49%","3.36%","Technology","Communication Equipment","9.56%","21.35%","2.323","0.014","46.28M","0","N/A","0","0","6,698","2.55","2.45","-3.92","3.50","-7.42"
"APNO.OB","1.40","0.70","2.50","0","1,766.67","1,328.57","-2.94%","8.77%","6.87M","9.82M","4.72M","N/A","N/A","N/A","-0.155","-0.24","-0.24","1.77","0.037","N/A","N/A","0.52","13.18M","-689.31K","-1.77M","-11.85%","-9.80%","31-Dec","30-Jun-06","N/A","N/A","0.54","N/A","366.10K","N/A","N/A","N/A","N/A","100","","","0.00","3.50","-3.50"
"APNS.OB","N/A","0.27","N/A","3.3","N/A","N/A","N/A","N/A","25.54M","94.59M","83.55M","N/A","N/A","N/A","0.003","-0.03","-0.03","0.005","0.004","93.33","N/A","50.96","519.70K","-2.81M","-3.16M","N/A","-616.24%","31-Dec","30-Jun-06","-95.47%","-225.06%","1.529","N/A","391.33K","0","N/A","0","0","60,143","0.26","0.29","11.54","3.50","8.04"
"APNX.OB","N/A","0.45","N/A","0.21","N/A","N/A","N/A","N/A","16.32M","36.27M","8.46M","N/A","N/A","N/A","0.101","0.04","0.04","0.659","0.004","4.46","10.98","0.70","23.19M","4.01M","1.38M","6.90%","11.01%","31-Oct","31-Jul-06","6.79%","107.85%","1.034","3.634","148.89K","N/A","N/A","N/A","N/A","3,000","","","0.00","3.50","-3.50"
"APO","16.50","19.50","26.35","-0.61","901.538","862.5","-21.84%","8.77%","101.34M","5.20M","886.77K","0.40","2.00%","N/A","2.549","1.344","1.344","15.3","2.59","7.61","14.51","1.27","79.53M","24.50M","6.99M","8.79%","21.98%","31-Dec","30-Jun-06","4.39%","32.83%","2.105","21.319","13.47M","1.03K","N/A","973","1.5","500","","","0.00","3.50","-3.50"
